V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
88,68,86,87,74,64,75,87,77,74,53,75,55,87,57,75,52,66,53,53,51,49,53,56,60,51,51,52,41,51,48,46,23,17,12,27,9,49,59,15,9,25,17,15,12,11,46,38,94,94,96,95,95,97,95,85,66,88,70,90,89,79,63,77,26,40,30,33,15,28,67,16,33,9,21,18,44,28,26,52,94,95,78,70,90,81,89,96,77,81,68,52,92,61,53,89
89,74,80,84,87,66,74,84,76,69,57,82,56,73,65,71,52,69,45,46,61,53,56,63,60,53,46,57,49,51,55,49,19,17,27,32,13,49,50,12,11,19,18,5,12,9,44,41,91,94,90,91,93,97,97,93,66,90,71,77,91,80,65,78,21,45,27,30,12,35,70,24,34,10,24,21,42,26,25,43,91,99,86,74,95,81,80,95,78,91,66,67,87,55,65,93
84,72,78,80,79,62,51,87,70,72,53,73,59,81,58,79,53,79,51,57,65,59,58,53,64,46,49,54,53,42,57,46,14,13,21,36,20,50,63,17,11,26,26,15,13,14,54,41,91,97,96,92,92,99,97,91,60,86,64,78,83,75,65,78,33,39,27,26,14,38,76,26,41,13,17,21,45,33,27,49,86,94,84,83,90,85,82,95,71,88,63,65,90,59,63,91
85,76,86,89,80,76,65,73,84,68,44,68,48,75,67,75,57,72,51,62,62,46,54,63,60,53,50,51,60,51,50,51,13,15,22,38,13,58,54,15,7,22,18,18,12,9,46,41,85,93,96,92,94,97,91,85,70,86,75,82,84,81,75,73,34,48,23,30,16,29,71,13,34,7,26,21,34,35,35,37,88,96,82,63,89,78,84,94,80,80,67,61,96,57,67,92
85,75,84,90,79,72,61,83,75,67,55,72,64,86,62,73,48,67,63,52,59,47,51,59,62,43,51,52,43,52,51,50,24,12,17,39,20,51,56,14,7,26,23,19,18,13,44,42,89,95,96,96,91,97,91,88,58,90,71,82,88,76,72,75,23,55,27,34,10,36,76,21,37,11,16,23,42,28,26,49,86,96,77,68,88,81,85,99,78,95,71,62,90,66,67,89
84,77,84,84,83,69,66,84,77,72,50,69,57,82,54,79,54,60,55,56,52,53,56,47,61,52,45,50,42,48,54,50,15,20,19,29,14,57,55,12,10,22,22,16,18,18,49,32,83,94,93,94,90,97,95,80,65,80,67,84,81,83,67,77,27,45,25,36,15,29,64,23,33,12,28,25,40,33,34,42,92,94,74,72,92,90,87,96,80,82,69,53,94,52,68,90
69,66,82,79,80,70,60,84,78,73,51,66,57,74,66,77,61,65,47,58,55,64,57,55,63,47,48,52,53,49,50,54,17,18,15,36,23,46,55,16,8,24,19,19,19,18,44,38,87,94,94,94,92,96,92,83,68,87,62,78,85,72,69,71,27,44,25,31,27,39,74,21,32,13,22,32,45,31,32,44,91,94,80,69,90,80,80,98,79,84,62,59,90,55,59,86
80,63,80,89,80,70,70,84,72,74,57,75,64,81,67,75,52,64,51,52,60,45,46,43,58,42,50,54,58,49,52,50,18,14,13,31,8,54,62,12,8,27,21,14,18,11,47,35,86,94,89,91,95,94,88,91,66,77,68,84,84,81,76,83,23,43,21,21,19,32,73,22,28,9,24,24,43,25,25,43,83,89,82,74,91,77,87,93,79,83,67,65,91,51,64,84
78,69,88,87,77,77,64,78,77,68,57,77,58,86,65,74,55,66,54,56,58,56,50,60,55,47,47,51,52,53,55,45,15,22,15,32,17,54,62,15,8,29,21,21,11,9,42,34,86,93,93,95,98,93,92,87,66,87,72,78,85,80,70,65,30,49,26,24,16,32,66,15,31,14,16,29,47,43,21,50,89,93,76,72,86,80,83,98,85,92,70,56,93,60,61,89
76,68,76,79,71,68,59,78,80,66,48,73,67,79,50,77,63,51,61,58,56,51,49,48,62,55,61,58,51,44,53,43,11,14,18,32,20,52,60,15,7,24,17,21,9,12,47,48,91,93,92,92,96,93,81,83,61,84,60,76,87,73,62,69,25,43,31,33,16,41,64,25,43,11,17,19,38,35,24,50,86,93,83,65,92,84,89,96,82,86,63,49,90,60,66,89
87,69,79,86,81,71,60,80,74,65,45,76,63,79,61,67,57,64,53,63,69,48,59,43,61,54,46,60,47,57,57,53,19,18,20,36,14,43,60,16,13,22,22,17,9,13,45,36,87,94,95,93,88,95,95,85,65,84,73,87,77,74,63,78,24,40,29,33,15,35,69,20,37,14,18,21,39,25,38,46,83,95,75,66,89,81,83,99,77,87,60,65,93,51,66,95
84,71,83,90,85,70,71,83,82,70,54,77,59,87,60,78,48,72,56,50,59,47,53,46,59,51,47,61,52,51,63,49,17,15,17,33,13,55,52,12,10,17,17,16,13,13,45,29,86,94,96,95,93,95,88,84,66,85,70,84,81,73,71,79,32,38,30,33,14,33,77,22,34,12,20,27,39,32,25,48,89,97,85,72,95,82,89,92,84,86,68,56,93,57,59,86
86,70,86,90,80,71,58,82,81,74,63,65,48,86,70,82,59,66,54,58,54,53,58,59,53,58,54,52,57,56,50,54,15,13,22,28,15,51,61,15,8,30,22,14,15,8,41,39,92,96,96,91,96,95,96,88,62,92,70,86,86,72,71,79,24,49,26,26,8,35,76,22,26,16,20,28,52,27,32,41,87,98,80,77,91,83,84,93,77,82,64,66,90,61,65,92
83,69,81,83,80,78,72,79,80,66,55,68,61,85,75,77,59,66,55,55,59,56,65,59,60,42,56,48,53,47,55,54,16,15,24,43,19,48,56,20,7,25,20,14,10,11,40,43,88,91,92,97,95,92,93,86,55,93,62,84,87,82,69,76,28,41,23,29,19,38,73,16,38,11,19,21,29,29,30,45,89,95,80,67,88,75,84,98,82,86,61,64,93,56,62,84
78,66,73,89,72,71,64,77,79,70,55,70,57,81,54,79,57,64,59,56,56,53,50,47,65,58,51,54,47,50,55,50,17,18,22,33,22,52,52,12,8,34,22,18,16,12,41,35,85,91,90,91,89,96,84,89,58,80,61,79,81,81,62,72,31,42,37,35,16,36,66,19,43,10,30,31,44,27,32,47,91,94,83,70,93,82,87,97,75,86,63,65,91,59,63,86
86,70,87,87,79,69,67,82,74,74,58,71,43,81,58,77,54,64,48,57,58,52,51,49,63,58,58,65,53,48,61,49,12,12,23,37,16,54,65,13,6,19,17,18,9,12,47,41,91,93,96,91,94,94,94,89,56,79,68,79,84,77,68,74,26,49,24,24,11,34,74,13,32,12,25,23,27,27,25,47,86,94,81,69,87,80,90,96,78,90,70,64,92,58,71,86
80,67,80,88,80,63,64,88,79,73,58,75,57,83,60,78,60,60,55,59,50,57,47,52,72,48,47,54,53,58,46,40,25,18,13,38,19,45,63,16,9,20,21,13,10,8,44,30,86,93,92,94,91,93,97,85,66,87,64,81,83,74,69,79,27,49,27,32,21,32,62,18,24,12,23,23,40,27,35,48,87,97,82,65,89,89,83,96,72,86,62,66,92,56,64,86
85,74,83,82,82,66,69,81,80,68,59,71,51,83,67,71,51,69,46,56,61,48,50,51,63,55,57,48,46,56,43,33,16,16,19,28,6,47,58,13,12,23,15,16,13,15,44,34,87,96,95,92,92,98,96,89,67,89,62,81,91,81,64,83,33,48,22,26,19,29,68,33,35,10,15,27,46,38,29,43,85,94,77,66,90,85,84,96,80,85,66,64,91,52,56,90
87,67,84,86,85,57,63,79,86,71,48,74,56,80,59,75,58,68,49,68,56,58,52,52,64,39,55,47,56,58,50,51,21,21,19,31,11,48,62,16,6,29,16,16,15,10,53,41,90,94,91,95,92,90,93,92,61,87,75,81,85,78,61,76,30,44,27,33,8,36,72,18,35,15,24,24,50,28,30,51,86,91,80,79,88,73,83,97,82,77,61,63,89,57,63,90
85,73,86,89,80,66,61,81,75,74,52,71,64,81,58,84,50,65,54,61,61,41,49,51,60,45,48,46,57,46,56,50,20,15,15,30,13,53,58,19,7,23,13,19,9,6,45,48,86,93,96,92,90,94,91,91,60,88,75,78,88,79,72,71,34,35,29,24,10,37,74,25,34,17,26,21,46,29,25,40,87,97,83,74,92,86,85,97,82,89,66,59,93,50,64,92
85,62,83,88,83,65,60,78,79,67,61,63,65,80,57,72,62,63,50,57,57,53,44,51,53,47,47,58,54,47,45,43,17,19,21,30,14,43,52,19,7,20,31,17,16,14,57,40,87,90,90,90,89,97,92,82,59,83,71,81,83,81,80,68,20,46,23,22,19,33,66,20,38,10,21,17,43,30,22,50,86,96,79,64,84,85,88,91,83,86,65,60,97,52,61,83
88,75,89,88,82,66,66,85,79,70,65,72,55,83,64,71,54,68,52,60,56,50,58,62,58,43,53,44,54,56,59,50,23,22,17,35,16,53,52,12,9,26,21,11,13,10,50,36,83,89,93,87,96,95,94,93,70,90,68,81,84,82,65,70,40,46,19,28,15,32,73,24,37,8,20,26,39,28,28,42,85,99,77,73,90,87,88,97,73,81,64,61,96,58,61,93
82,74,83,83,84,69,62,82,80,74,48,69,50,77,67,70,54,59,61,53,58,49,58,55,57,52,48,61,47,56,63,47,17,10,24,34,10,56,51,10,2,22,19,13,11,8,46,40,90,95,97,90,93,93,95,87,62,89,72,86,85,83,76,77,29,42,25,31,16,29,74,16,42,12,17,26,43,28,25,49,88,95,80,65,95,88,85,96,77,86,60,66,93,58,61,90
78,62,86,79,78,73,62,78,82,70,52,67,53,87,72,78,51,64,46,59,54,54,50,63,60,54,51,51,57,57,55,49,23,17,16,42,18,46,53,13,9,20,18,10,11,16,45,46,81,95,92,92,91,94,91,84,62,88,57,81,89,83,65,73,25,39,21,34,15,40,74,16,41,8,19,29,38,29,34,44,86,93,84,66,93,79,85,97,78,92,57,70,93,54,61,88
79,76,90,87,77,71,64,76,77,75,51,77,61,84,68,76,61,64,57,58,67,59,48,57,60,56,56,59,47,60,52,46,16,14,20,37,13,57,49,8,9,25,29,17,13,12,49,36,86,97,95,93,91,95,87,80,72,89,68,83,80,81,72,76,24,42,20,33,15,39,78,23,35,13,21,24,44,24,26,49,80,96,78,76,90,85,78,94,73,85,67,59,94,57,63,90
82,61,86,80,79,66,60,77,76,66,56,77,56,79,58,71,57,72,58,64,57,55,55,51,57,55,52,57,53,51,59,51,19,23,16,30,10,45,52,18,10,31,14,18,17,10,55,36,88,92,94,90,91,96,96,85,65,87,74,88,82,73,73,76,27,47,24,28,18,27,68,17,37,12,23,25,43,27,24,59,90,95,77,62,88,84,82,97,80,88,71,67,93,59,63,88
80,73,84,86,80,66,70,77,64,67,55,74,55,81,66,66,61,73,54,54,62,53,46,55,57,52,47,48,51,50,53,58,15,11,19,42,12,46,64,15,7,27,17,9,12,11,38,39,83,91,95,94,94,95,95,92,71,92,66,72,91,83,66,73,24,44,29,28,17,32,63,17,40,13,18,23,41,27,31,53,86,93,78,72,89,81,78,92,68,88,62,58,91,57,62,86
